Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2020-03-27,0.0,55063,5895.0,19280.275054507598,22449.5163614717,25164.728606275803,27500.19665126664,29520.683984886495,31280.24775064969,32822.99165412565,0.08030699645661055,0.08487694216037789,0.08826686666810413,0.09101516223760897,0.0933270123861678,0.09530798912658067,0.09702546213420038
Germany,2020-03-28,0.0,59696,4633.0,19093.2062908807,22592.61308917736,25603.607171896503,28204.597129657122,30463.59848677568,32437.664667244168,34173.69248871309,-0.009702598282339547,0.006374156369410633,0.01744022645693266,0.025614379683282618,0.03194080809143607,0.03700152651669564,0.04115105803945385
Germany,2020-03-29,0.0,62695,2999.0,17318.904718160524,21073.09047134189,24335.339309913754,27174.368968277537,29654.64867592872,31832.479704217036,33755.323239841775,-0.09292842415721536,-0.06725749747661436,-0.04953473365951533,-0.03652695894373548,-0.026554637371488665,-0.018656859833631967,-0.012242436166635895
Germany,2020-03-30,0.0,66740,4045.0,17034.178538620392,20903.47237707351,24324.44942492813,27337.316258523606,29992.817591437633,32340.537514859585,34424.79091585759,-0.016440195507373523,-0.008049037444177842,-0.00044749262983101445,0.0059963596739371905,0.01140357180435636,0.01596035921057215,0.019832951124747034
Germany,2020-03-31,0.0,72654,5914.0,18689.633903965296,22636.77790165881,26184.374520773443,29345.985364448807,32157.71539250793,34661.14445765296,36896.311824271834,0.09718433804081639,0.08291950223955857,0.07646319402153567,0.07347718726043229,0.07218054104020988,0.07175536095301815,0.07179479795404498
Germany,2020-04-01,0.0,78786,6132.0,20149.22542797397,24241.42232132705,27952.312100644536,31285.701740956123,34270.00096844444,36941.90618458041,39338.68064184465,0.07809631432636044,0.07088660880268871,0.06751880127854482,0.06609818523446775,0.06568518783609312,0.06580168550735399,0.06619547311951468
Germany,2020-04-02,0.0,85154,6368.0,21479.91907098048,25761.13785706164,29661.59341720378,33184.315777962394,36354.25084738888,39205.24994184925,41772.81257766019,0.06604192542106624,0.06269085681484876,0.06114990811510834,0.06068631775392763,0.06081849489480917,0.06126764942664398,0.06187629824133811
Germany,2020-04-03,0.0,91241,6087.0,22196.93930323536,26695.910285649312,30804.994514336486,34530.69923825348,37896.96949146527,40936.11105942156,43682.53131989417,0.03338095594706303,0.03628614674454034,0.03854820208241172,0.040572885977212536,0.04243571544226166,0.04414870763837975,0.045716786215522554
Germany,2020-04-04,0.0,95431,4190.0,20837.70447742652,25546.728228519452,29860.828761947072,33787.74220421727,37349.848305032116,40577.65427504138,43504.278187904754,-0.06123523640985584,-0.043047120133139494,-0.03064976206861536,-0.02151584098862258,-0.01443706960674973,-0.008756493352772399,-0.004080650241718886
Germany,2020-04-05,0.0,97877,2446.0,18074.27835806989,22883.382582815564,27330.023968289228,31406.92188932909,35127.1172669031,38515.026022259,41599.85036911428,-0.13261662878222746,-0.10425388417177528,-0.08475333400267027,-0.0704640251040809,-0.05951111286922006,-0.05083162862992463,-0.0437756445599401
Germany,2020-04-06,0.0,101457,3580.0,17135.708768552417,21886.706066252453,26355.01997357436,30500.21876228208,34316.22760854021,37815.57868645244,41019.865332202855,-0.05192846823112107,-0.043554597444504184,-0.03567519720605283,-0.02886953169884099,-0.023084435087615707,-0.01816037552207095,-0.013941998150600043
Germany,2020-04-07,0.0,106535,5078.0,17929.781576414312,22587.364853001964,27040.5166446453,31221.04465338464,35104.699157472685,38691.84772129106,41995.87879898257,0.04634023713796909,0.032012984714491655,0.026010098712058394,0.02363346626201812,0.022976638281075212,0.023172170446053242,0.023793677986882367
Germany,2020-04-08,0.0,111652,5117.0,18564.336182310733,23186.89188240157,27650.76387053775,31877.895417186835,35833.6117627886,39509.7535300365,42913.29091908431,0.03539109515595795,0.026542584019929594,0.022567883369687625,0.02103871830986237,0.020763961031147415,0.02113897001345233,0.021845289260239653
