Country/Region,Date,Province/State,total_cases,new_cases,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Austria,2020-03-09,0.0,131,27.0,110.2,113.66666666666667,116.14285714285715,118.0,119.44444444444444,120.60000000000001,0.059615384615384626,0.09294871794871806,0.11675824175824179,0.13461538461538458,0.14850427350427342,0.15961538461538471
Austria,2020-03-10,0.0,182,51.0,139.16000000000003,145.72222222222223,150.55102040816328,154.25,157.17283950617283,159.54000000000002,0.26279491833030866,0.28201368523949166,0.2962572482867687,0.30720338983050843,0.3158656330749354,0.3228855721393036
Austria,2020-03-11,0.0,246,64.0,175.32800000000003,185.4351851851852,193.04373177842567,198.96875,203.70919067215362,207.586,0.25990227076746186,0.27252509848773676,0.28224791339878763,0.2899108589951378,0.29608392462842237,0.30115331578287563
Austria,2020-03-12,0.0,302,56.0,196.26240000000004,210.52932098765433,221.46605581007915,230.09765625,237.07483615302544,242.8274,0.11940135061142554,0.1353256437143191,0.14723256626781556,0.1564512329197425,0.16379057503875694,0.16976771073193753
Austria,2020-03-13,0.0,504,202.0,359.0099200000001,377.4411008230453,391.8280478372107,403.33544921875,412.73318769157817,420.54466,0.8292343311811126,0.7928196369624869,0.7692465168261609,0.7528881249469486,0.7409405164585665,0.73186658507236
Austria,2020-03-14,0.0,655,151.0,438.2079360000001,465.5342506858711,486.8526124318949,503.91851806640625,517.873944614736,529.490194,0.2206011911871404,0.2333957527962125,0.2425159840373734,0.24937820130237243,0.2547426765247822,0.25905817945708765
Austria,2020-03-15,0.0,860,205.0,555.5663488,592.9452089048925,622.3022392273385,645.9287033081055,665.3323952130986,681.5411746,0.26781443958148654,0.273687613814251,0.2782148505249964,0.28181180121462646,0.28473811461602283,0.28716486598427915
Austria,2020-03-16,0.0,1018,158.0,602.45307904,652.1210074207438,691.4019193377188,723.1876153945923,749.4065735227542,771.38705714,0.08439447482964613,0.0997997751346078,0.11103877787130534,0.11960903996185257,0.1263641736289236,0.13182751958123595
Austria,2020-03-17,0.0,1332,314.0,795.9624632320001,857.4341728506199,906.6302165751877,946.7891634702682,980.1391764646704,1008.248351426,0.32120241546504236,0.3148390606858791,0.31129259439087487,0.30918885129645424,0.3078870817176125,0.3070589428401722
Austria,2020-03-18,0.0,1646,314.0,950.7699705856002,1028.5284773755166,1091.1116142073038,1142.4405180364847,1185.2348235241516,1221.4235162834,0.1944909647183677,0.199542203870972,0.20348031011915535,0.20664722634667165,0.20925155527325656,0.21143120596815157
Austria,2020-03-19,0.0,2013,367.0,1127.6159764684803,1224.1070644795973,1302.2385264634033,1366.6354532819241,1420.5420653548013,1466.28116465506,0.18600293588780126,0.1901537890357068,0.1934970808733294,0.1962421077560903,0.19853217030106518,0.2004690798133013
Austria,2020-03-20,0.0,2388,375.0,1277.0927811747842,1395.0892203996646,1491.2044512543457,1570.8060216216836,1637.7040580931566,1694.653048189554,0.13256002737247674,0.13967908598971834,0.14510853499637477,0.14939651086136507,0.1528726237924647,0.15574903984272237
Austria,2020-03-21,0.0,2814,426.0,1447.6742249398276,1588.5743503330539,1704.1752439322963,1800.4552689189732,1881.7369405272502,1951.1877433705986,0.13357012605468443,0.13869014762938225,0.1428179700636003,0.14619834921450203,0.1490091455951026,0.1513788887082863
Austria,2020-03-22,0.0,3582,768.0,1926.139379951862,2091.8119586108783,2228.721637656254,2343.3983603041015,2440.6550582464442,2524.0689690335385,0.33050609506563666,0.3167856815592658,0.3078007356295085,0.3015587783589433,0.29702245073776834,0.293606408511623
Austria,2020-03-23,0.0,4474,892.0,2432.91150396149,2635.1766321757323,2802.3328322767893,2942.473565266089,3061.471162885728,3163.6620721301847,0.2631025196225898,0.25975789617614065,0.25737229133008754,0.25564377577026454,0.2543645414134541,0.25339763332281096
Austria,2020-03-24,0.0,5283,809.0,2755.3292031691917,3004.9805268131104,3210.9995705229626,3383.6643696078277,3530.3077003428693,3656.2958649171665,0.1325233978641278,0.14033362702220442,0.14583090685703715,0.14993874866020818,0.15314092882561026,0.15571631279041043
Austria,2020-03-25,0.0,5588,305.0,2509.2633625353533,2809.1504390109253,3057.2853461625396,3265.706323406849,3443.0512891936614,3595.66627842545,-0.0893054232324807,-0.06516850477226555,-0.0478711444783495,-0.03486103623647818,-0.024716375612452546,-0.016582242994465646
Austria,2020-03-26,0.0,6909,1321.0,3328.4106900282827,3661.958699175771,3941.530296710748,4178.493032980993,4381.49003483881,4557.099650582904,0.32644932362351353,0.30358226755029594,0.28922552213129205,0.27950667303785814,0.27256019931812414,0.2673867088072668
Austria,2020-03-27,0.0,7657,748.0,3410.7285520226264,3799.6322493131424,4126.454540037785,4404.181403858369,4642.657808745609,4849.389685524614,0.024731882469000377,0.037595604278212846,0.04691686462015987,0.054011905511391234,0.059607067876489506,0.06413948725135343
Austria,2020-03-28,0.0,8271,614.0,3342.582841618101,3780.360207760952,4150.961034318101,4467.658728376073,4740.806941107208,4978.450716972153,-0.019979810578626522,-0.005072080740359586,0.005938874169710839,0.014412967745173644,0.021140720769191823,0.026613870985205512
Austria,2020-03-29,0.0,8788,517.0,3191.066273294481,3667.300173134127,4074.9666008440868,4426.201387329063,4731.050614317518,4997.605645274938,-0.045329188685200306,-0.02990721212087588,-0.01830767208984374,-0.009279433270875326,-0.0020579464447484375,0.0038475681274665607
Austria,2020-03-30,0.0,9618,830.0,3382.853018635585,3886.0834776117727,4322.828515009218,4702.9262139129305,5035.378323837794,5327.845080747445,0.060101147677858124,0.05965786659090688,0.06082550814374499,0.06251970987493927,0.06432560848097735,0.0660795306617954
